"time"	"MKKK"	"MKKK_P"	"MKK"	"MKK_P"	"MKK_PP"	"MAPK"	"MAPK_P"	"MAPK_PP"
0	-21.1629305408678	20.3599266420103	-2.70828600241657	3.99922895371851	-2.60282885763274	0.317345139649206	2.59534438521847	-1.27390232845137
0.25	11.1789387342895	-10.1275088516868	3.77374742362235	-2.88905807894579	-0.530628058717397	-0.41123915548269	-0.595872671253161	0.620356469088534
0.5	-7.97828110671617	8.144742800269	1.29827036863617	0.941644117427032	-2.24263461650409	-0.311211413873025	1.32001674935189	-1.02241269476089
1	-12.1689980499582	12.1744486554345	0.247799648775526	1.92980824248501	-2.25736578648394	-0.235047658463827	1.61952412037891	-1.342081665479
1.5	-7.7263086898256	7.69593289096626	1.16076598288828	0.885624781945538	-2.20886171903345	-0.260033569645657	1.24991486593728	-0.901057872583877
3	-9.80425064753376	9.79866568594723	-0.310028659498585	1.69290671925282	-1.47303143111266	-0.116974404818393	1.19141886350782	-1.04147845709512
4.5	-9.64531416654779	9.71108108712215	-0.202069230624602	1.6789339987362	-1.5089222857636	-0.0627599568474579	1.09898118255636	-1.06295339088014
6	-9.88059503279715	9.93286368011148	-0.921612576746611	1.92799064880589	-1.01579133340479	-0.0227347372288023	1.01741089104657	-1.02695603777647
7.5	-9.24885258619668	9.23551156934366	-0.21485619492978	1.61410840771303	-1.37262186740728	0.195686399365513	0.867598294444605	-1.10242014742568
9	-9.83479809998755	9.81959845731595	-1.36781284396648	2.04242155534473	-0.651397098700102	0.135958377427414	0.860133717287326	-1.02715253340158
10.5	-10.5244092722216	10.5065711303638	-2.44147011994755	2.46789701984973	-0.0135112729022779	0.128976514019996	0.844349061759786	-0.992136966614154
12	-9.99527878653339	9.96855048148149	-2.89181852929232	2.50914732906793	0.396405104565289	0.106606816984822	0.757983144476171	-0.876230133641798
18	-10.4340060383379	10.4379018133827	-4.66264094745839	3.08945592447785	1.57140240446552	0.00558636838832172	0.714261875101485	-0.714724258443766
24	-9.38557665496376	9.39391480761742	-8.12899370168907	3.86522110397713	4.26246138378517	-1.9895248898365	1.42559740319292	0.568518662658946
36	-8.14289686389458	8.15229173082344	-10.9690143804642	4.43190797095383	6.5379438020976	-3.83181529775811	2.0837243484948	1.74926870491987
48	-6.05580806972483	6.06485104940191	-9.75903962802249	3.73812493781145	6.02160981537736	-3.66344719657263	1.86948289747235	1.79476951337243
