0,100,0,100,0,105,0,100
3.80E-10,100,3.94E-10,99.99999845,0.05,79.643,1,34.24386747
7.60E-10,100,7.88E-10,99.99999689,0.1,74.593,2,35.16117443
1.14E-09,100,1.18E-09,99.99999534,0.15,73.467,3,36.53015139
2.58E-09,100,2.68E-09,99.99998943,0.2,73.226,4,38.13833087
4.01E-09,100,4.18E-09,99.99998351,0.25,73.196,5,39.99682465
5.45E-09,100,5.68E-09,99.9999776,0.3,73.214,6,42.12747868
6.89E-09,100,7.18E-09,99.99997169,0.35,73.247,7,44.54464486
1.08E-08,100,1.13E-08,99.99995538,0.4,73.283,8,47.25159454
1.48E-08,100,1.55E-08,99.99993908,0.45,73.32,9,50.23655039
1.87E-08,100,1.96E-08,99.99992278,0.5,73.358,10,53.47064482
2.26E-08,100,2.37E-08,99.99990647,0.55,73.396,11,56.90402256
3.74E-08,100,3.90E-08,99.99984628,0.6,73.435,12,60.46984117
5.21E-08,100,5.43E-08,99.99978609,0.65,73.474,13,64.08864446
6.68E-08,100,6.95E-08,99.9997259,0.7,73.514,14,67.672976
8.16E-08,100,8.48E-08,99.99966571,0.75,73.554,15,71.1384647
9.63E-08,100,1.00E-07,99.99960552,0.8,73.595,16,74.41331849
1.73E-07,100,1.76E-07,99.99930731,0.85,73.636,17,77.4466493
2.49E-07,100,2.51E-07,99.99900911,0.9,73.678,18,80.20135676
3.26E-07,100,3.27E-07,99.9987109,0.95,73.72,19,82.66731291
4.02E-07,100,4.03E-07,99.9984127,1,73.763,20,84.85916243
4.79E-07,100,4.78E-07,99.99811449,1.05,73.806,21,86.80248393
8.22E-07,100,8.18E-07,99.9967731,1.1,73.85,22,88.5265329
1.17E-06,100,1.16E-06,99.9954317,1.15,73.894,23,90.06702527
1.51E-06,100,1.50E-06,99.9940903,1.2,73.938,24,91.45568386
1.85E-06,100,1.84E-06,99.9927489,1.25,73.983,25,92.72693811
2.20E-06,100,2.18E-06,99.99140748,1.3,74.029,26,93.91607217
2.57E-06,100,2.55E-06,99.98995281,1.35,74.075,27,95.04629294
2.94E-06,100,2.92E-06,99.98849812,1.4,74.122,28,96.13559701
3.32E-06,100,3.29E-06,99.98704343,1.45,74.169,29,97.19336539
3.69E-06,100,3.65E-06,99.98558873,1.5,74.216,30,98.22885583
4.06E-06,100,4.02E-06,99.98413403,1.55,74.264,31,99.24977101
4.44E-06,100,4.39E-06,99.98267932,1.6,74.313,32,100.261283
4.99E-06,100,4.94E-06,99.98052472,1.65,74.362,33,101.2663442
5.54E-06,100,5.49E-06,99.97837012,1.7,74.412,34,102.2665878
6.10E-06,100,6.03E-06,99.9762155,1.75,74.462,35,103.2627956
6.65E-06,100,6.58E-06,99.97406086,1.8,74.513,36,104.2559757
7.21E-06,100,7.12E-06,99.97190622,1.85,74.564,37,105.2461688
7.76E-06,100,7.67E-06,99.96975156,1.9,74.616,38,106.2336151
8.31E-06,100,8.22E-06,99.96759689,1.95,74.668,39,107.2183534
9.26E-06,100,9.16E-06,99.96389868,2,74.721,40,108.2000944
1.02E-05,100,1.01E-05,99.96020043,2.05,74.774,41,109.1788669
1.12E-05,100,1.10E-05,99.95650214,2.1,74.828,42,110.1545949
1.21E-05,100,1.20E-05,99.95280382,2.15,74.882,43,111.1272256
1.30E-05,100,1.29E-05,99.94910546,2.2,74.937,44,112.0966641
1.40E-05,100,1.38E-05,99.94540707,2.25,74.993,45,113.0628014
1.49E-05,100,1.48E-05,99.94170864,2.3,75.049,46,114.0255696
1.59E-05,100,1.58E-05,99.93783574,2.35,75.105,47,114.9848883
1.69E-05,100,1.67E-05,99.93396281,2.4,75.162,48,115.9406901
1.79E-05,100,1.77E-05,99.93008984,2.45,75.22,49,116.8929002
1.89E-05,100,1.87E-05,99.92621683,2.5,75.278,50,117.8414502
1.99E-05,100,1.97E-05,99.92234378,2.55,75.337,51,118.7862685
2.09E-05,100,2.07E-05,99.9184707,2.6,75.396,52,119.7273337
2.19E-05,100,2.17E-05,99.91459757,2.65,75.456,53,120.6645764
2.30E-05,100,2.27E-05,99.9103224,2.7,75.516,54,121.5979622
2.42E-05,100,2.38E-05,99.90604718,2.75,75.577,55,122.5274507
2.53E-05,100,2.49E-05,99.90177191,2.8,75.639,56,123.4529966
2.64E-05,100,2.60E-05,99.8974966,2.85,75.701,57,124.3745673
2.76E-05,100,2.71E-05,99.89322124,2.9,75.764,58,125.2921194
2.87E-05,100,2.82E-05,99.88894584,2.95,75.827,59,126.2056344
2.97E-05,100,2.92E-05,99.8846704,3,75.89,60,127.1150732
3.06E-05,100,3.03E-05,99.88039491,3.05,75.955,61,128.0204122
3.15E-05,100,3.14E-05,99.87611937,3.1,76.02,62,128.9216233
3.25E-05,100,3.25E-05,99.87175156,3.15,76.085,63,129.8186736
3.34E-05,100,3.36E-05,99.86738369,3.2,76.151,64,130.7115675
3.44E-05,100,3.47E-05,99.86301579,3.25,76.218,65,131.6003035
3.57E-05,100,3.58E-05,99.85864783,3.3,76.285,66,132.4848514
3.70E-05,100,3.69E-05,99.85427984,3.35,76.352,67,133.3652143
3.83E-05,100,3.81E-05,99.8499118,3.4,76.421,68,134.2413992
3.96E-05,100,3.92E-05,99.84554372,3.45,76.489,69,135.113388
4.08E-05,100,4.11E-05,99.83774073,3.5,76.559,70,135.9811767
4.21E-05,100,4.31E-05,99.8299376,3.55,76.629,71,136.8447635
