"","time","JAK2","pJAK2","Epo","EpoR","pEpoR","SHP1","mSHP1","Delay01_mSHP1","Delay02_mSHP1","Delay03_mSHP1","Delay04_mSHP1","Delay05_mSHP1","Delay06_mSHP1","Delay07_mSHP1","Delay08_mSHP1","actSHP1","SOS","mSOS","Raf","pRaf","MEK2","pMEK2","MEK1","pMEK1","ppMEK2","ppMEK1","ERK1","pERK1","ERK2","pERK2","ppERK1","ppERK2","pSOS"
"1",0,2.01589561148816,0.0488958460891534,50,1.04035314941843,0.0436009334199054,10.9446571704542,-0.0044641526132183,0.0997345818068167,-0.0719802067194014,-0.0425042806961834,0.00297229106866453,0.0567260362545886,0.0392790037934466,-0.0539322806092451,0.00594670762254625,0.197115382803397,2.5084787396816,0.000347256963175539,3.77200331640258,5.16639949116507e-05,10.990227340194,0.00567094558952087,23.9965501633983,0.00109738687033596,-0.0087569511031185,-1.74758339097434e-05,6.98123862538785,0.0252117102650257,21.0273102658522,0.0332949581522229,0.00440194307906547,-0.0126358820313003,0.0580553950237608
"2",0.25,1.76747585408558,0.330561750332043,50,0.837737628563066,0.0947628252048203,10.9610007983413,-0.0124312458222611,0.0814196636175035,0.0919313876279893,0.0206704947442646,0.0302613711241962,0.0315659738589094,0.0252379458849822,0.0954231424525506,0.0273304672381713,0.166208275248578,2.49686956230861,0.00149833918286569,3.77184140851172,2.73120633719207e-05,11.013649800334,0.00180070601133211,24.0025463658929,0.00203842092961999,0.0102073355834168,-0.00173926564772979,6.95670780207934,-0.0267981096801652,20.8690263188322,-0.0372176748026149,-0.0117334413016979,0.049182863345095,0.000757253652603733
"3",0.5,1.44175332426475,0.50504276785681,50,0.660711134543935,0.360905354061047,10.0134966350724,0.24923937428752,-0.116890275352907,-0.0725338464038405,0.104242658091093,0.0472397597107036,-0.0104524618606709,0.0223995818541616,0.00853026358425358,0.0348431289908087,-0.401012106497135,2.48463411591663,0.00519794473440353,3.77153022560765,0.000461294771650072,10.9903095620586,0.00353605613768768,23.9978766636288,-0.000377264574860578,0.00255224616040463,-0.000448163094766848,6.98444565707774,-0.0295826690723807,20.9776153470823,-0.103709611087281,-0.000913545672959203,-0.0268752504496263,0.00245002956355386
"4",1,1.00851723453576,0.916825634258027,50,0.184136680683414,0.818129209834713,9.46483229323604,1.23431347350647,0.230022384870931,0.0272566783110626,0.0211857288917675,-0.0448906370115279,-0.0112053272518694,-0.0303863534567364,0.00400584742883224,-0.0311051360539087,-0.0677551264759354,2.52274780334757,0.0124213450846322,3.76938066146305,0.002658825782321,10.9786077348192,0.0258775916137911,23.9814050688142,0.00557208334408192,-0.00125469103875862,0.00485977440114976,6.95789327108608,-0.0169389582592489,21.2182651974361,0.080511336063372,-0.0238435264593146,0.0294291561492002,-0.00620506257600467
"5",1.5,0.808824506126112,1.25985476039108,50,0.0365398602043743,0.979045792919234,7.78352672523762,2.52366194440354,0.419587014031392,0.0439651351911832,0.00897848946071505,-0.0132609256122139,-0.0430795189249619,0.0134494900037893,-0.0454071720917895,-0.0272594322262469,0.144773136478468,2.4525840437881,0.00220042280423071,3.76766258187409,0.00413377576866593,10.9050994029874,0.0765579496627368,23.9592281768197,0.0200318785572495,0.0259152744925059,0.0148859276846045,6.83985163680263,0.0847906236152852,20.8445375303052,0.325582752735795,-0.0113903973696064,0.0544783305269339,0.117803115168812
"6",3,0.331191271365953,1.68121168353894,50,0.0131131867703115,0.987054252422785,4.02578490829996,3.9699965637702,1.99158060803272,0.596019790765596,0.207489752385702,0.0467112378117064,0.00486431831526676,-0.0241076875060652,-0.0580044913062205,-0.0119926078631701,-0.117961082530917,2.12789263094769,0.000198868676766902,3.76949287057695,0.00261208144491379,10.7603397106402,0.1252366531357,23.8742341800383,0.0303866494248699,0.115787853719938,0.0937232793356125,5.90972593817436,0.813165166575336,17.6232264134666,2.37276413363324,0.243561525018192,0.680582160603083,0.331894235685015
"7",4.5,0.185841467799139,1.92168834847161,50,0.00353883522934206,1.0068843805543,2.17868308633094,3.56995286137173,2.77132934869903,1.52466364880656,0.645928429270301,0.148683753932215,-0.0317276182892651,0.0734389032241537,0.0123276382086634,0.0261125724056987,-0.0535278210729475,1.94034253148677,0.000231082054780571,3.77047026417724,0.00136003146757757,10.6849720379589,0.15343473196303,23.8427817924868,0.0343958856924887,0.181871239505043,0.134593730761929,5.27744921309351,1.25023304576508,15.643884175603,3.46590737440021,0.613203140092785,1.57087954084079,0.554570879534204
"8",6,-0.0359214852786548,1.99212320530509,50,0.00907369112628545,1.00258409723695,1.55418357435666,2.63265761398574,2.95212690014552,2.13966392658583,1.06910125675226,0.49764526852423,0.170317153693465,0.0804028618986703,0.0248181952089176,-0.0494216851001458,-0.0936064776642979,1.76263268823954,0.000105328050805649,3.7711488283154,0.00086068340753393,10.6395280878389,0.167392172597487,23.7977581330284,0.04131835902575,0.204847960134205,0.144918259631883,4.87293611981429,1.41673803905598,15.0011913105087,4.16070541064952,0.711671051879241,1.92946966085858,0.697308758534322
"9",7.5,0.00888983019329824,1.90211571111778,50,0.038301779000949,1.00240483674161,0.486395127718959,1.9049511114828,2.59147680046674,2.36054977330442,1.68299713057827,0.915129818288967,0.486601197456683,0.162624010258665,0.0243749360531175,-0.0071232290007962,-0.0176369727511889,1.72869687147497,5.50478057512024e-05,3.77136067819829,0.000473786898991718,10.6234623387701,0.184970978185247,23.8075830617743,0.0520394586676911,0.200824352660731,0.14712657646603,4.83543443447541,1.44676162136899,14.8643544768515,4.2607207569878,0.740652371014758,1.96169018246347,0.840271395320466
"10",9,0.0269675711494934,1.9831852674523,50,0.00385817004332821,0.979976444687394,-0.182412630508311,1.23327786792371,2.0961075188278,2.28484419738254,2.00397319018763,1.39502377656193,0.774112974237646,0.4052731473157,0.135985441281103,0.066574105638188,0.0127076696656329,1.60535259922846,0.000313282307351693,3.77160069478087,0.000273146982887903,10.6240118950558,0.194034833829469,23.7931536113052,0.0601689665125317,0.179545900578553,0.145318370333906,4.95070599784883,1.35321811078775,15.1114533626301,4.04642538559003,0.701145860867261,1.80769172127783,0.906900212884791
