"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,134.174391953831,8.70299447403091,2.42927077698954,6885.83742800907,0.767009222749139,4714.75598338793,138.899277791592,0.805160837171478,549.590913211043,163293.684374684
"2",0.25,230.252249705337,4355.53752097414,0.266397335983544,38511.699883876,0.15204157418711,28419.4757421929,48.0162858657812,0.651942870021456,875.083857331865,1062299.62768909
"3",0.5,51.3712875789764,12622.1176848706,5.93560946963606,4611.1469716755,0.0342279392507501,18738.506109324,199.084483287775,7.78262631443528,1021.98617722583,404226.844112334
"4",1,1.19908267682712,18025.8412287372,8.7602592315043,36824.4754298989,0.0583647466493641,15535.8016110914,290.917129180151,4.92526069173251,951.877528688476,519815.321424193
"5",1.5,28.4540935929978,31497.3607603407,5.61614690497933,2989.32823019065,0.326043901599502,52504.2292796766,148.408497746024,0.00392129676172051,272.385557306317,73970.8940320412
"6",3,66.2791709448185,18944.6280038418,9.91424648394245,12055.1063694818,0.852984475300082,7866.91831141316,101.75481178408,7.99039626058008,737.683477833919,73924.890489345
"7",4.5,26.0317360143073,6161.75185335845,0.542244080492014,36452.985667326,0.106405805358713,7330.78427541838,287.690091958139,12.0372293786798,1717.5042927567,657087.064228591
"8",6,17.1524232569219,12827.719501994,4.83482769956589,16767.0795093499,0.0993140682220461,3444.06567646954,511.423873753787,7.19962839694568,402.665372774405,57288.1864212217
"9",7.5,1.68736612353026,7291.69696324606,2.00157318433052,5053.90932278868,0.0786901998428764,27359.0097040517,45.6336176387228,0.933620819148215,236.441029751856,369352.333662662
"10",9,56.7142871305554,21985.1503651808,9.14059100620157,34333.3189353154,0.0722869208055569,5418.62293712122,609.72718153991,0.130811847940302,1591.29263943905,428062.577979724
"11",10.5,39.8570348836521,6828.48356016762,13.8837955911985,23783.6925283525,0.657289572372587,14598.9236275364,302.62380195983,7.93280757431895,1110.72539470971,527392.724744042
"12",12,117.571806199997,4908.64892889768,3.09525609828848,18042.6278740781,0.833844129058336,9207.51781726639,72.8581102720978,4.69619384722431,1885.20102204084,998564.684379629
"13",18,20.7225075877521,958.728349334762,1.35656572267012,9133.74285393395,0.523267626725191,47036.716645779,394.530006259775,2.77642346834326,198.792852189219,180355.83728808
"14",24,72.8982054269422,1330.40856369555,4.50222107268026,19931.1730055165,0.582552087932128,8869.88850453935,11.1570832106352,7.81885839513048,538.288601538821,1021227.72233525
"15",36,109.553334012577,8298.77135960025,0.157349658583103,29774.6645857394,0.756939212200872,32786.6635991827,325.465187891523,0.494898575243791,425.300194984508,1217090.01212359
"16",48,149.371271181311,8833.9581411324,0.261098277133105,2380.28091691833,1.53797149335952,10947.6889603078,2.37769900792232,5.01356072973575,488.597731443571,238257.192045251
"17",100,36.1376327513639,1098.44571703613,1.98269576983557,32984.8938417373,1.16853596641137,4755.88966136289,266.474308146251,1.31591016327542,1386.29306868502,135718.258058917
"18",250,46.7902599203659,10304.8301834211,19.2654431755656,14486.7297477514,1.14352881753728,13920.8792058058,150.14048277115,3.90137285875078,1615.60465728996,156186.244081273
"19",500,65.0480670082137,2098.77319334045,1.69575169888304,10985.7930652315,0.383595964654799,5064.04130564205,28.0863993459359,1.66722252998155,289.801360020745,542192.186388441
