-10.509,-10.509,2,0.3927,0.47712
-10.509,-10.509,2,0.3927,0.47712
-9.8547,-9.8547,1.7939,0.42243,0.383
-9.7981,-9.7981,1.8153,0.3765,0.22069
-9.7981,-9.7981,1.8153,0.3765,0.22069
-9.7872,-9.7872,1.8029,0.37477,0.22797
-9.7872,-9.7872,1.8029,0.37477,0.22797
-9.7872,-9.7872,1.8029,0.37477,0.22797
-10.048,-10.048,1.7524,0.37428,0.16235
-10.048,-10.048,1.7524,0.37428,0.16235
-9.84,-9.84,1.7564,0.36996,0.21432
-10.296,-10.296,1.9239,0.39986,0.4485
-10.213,-10.213,1.7528,0.37128,0.4315
-10.213,-10.213,1.7528,0.37128,0.4315
-10.213,-10.213,1.7528,0.37128,0.4315
-9.8463,-9.8463,1.6546,0.35564,0.24797
-9.9942,-9.9942,1.8677,0.35329,0.21354
-9.9942,-9.9942,1.8677,0.35329,0.21354
-10.161,-10.161,1.8383,0.32513,0.38231
-10.161,-10.161,1.8383,0.32513,0.38231
-10.086,-10.086,1.8385,0.33664,0.37192
-10.086,-10.086,1.8385,0.33664,0.37192
-10.09,-10.09,1.8812,0.32783,0.35841
-9.9176,-9.9176,1.8617,0.34702,0.26083
-9.9176,-9.9176,1.8617,0.34702,0.26083
-9.9176,-9.9176,1.8617,0.34702,0.26083
-9.9176,-9.9176,1.8617,0.34702,0.26083
-10.634,-10.634,2.0108,0.34487,0.13849
-10.634,-10.634,2.0108,0.34487,0.13849
-10.634,-10.634,2.0108,0.34487,0.13849
-9.9658,-9.9658,1.9417,0.3617,0.21552
-10.036,-10.036,2.1323,0.34681,0.3106
-10.098,-10.098,2.1924,0.33874,0.30376
-10.298,-10.298,2.2239,0.3082,0.25878
-10.298,-10.298,2.2239,0.3082,0.25878
-10.721,-10.721,2.3552,0.30669,0.19596
-11.368,-11.368,2.4179,0.3143,0.13457
-11.368,-11.368,2.4179,0.3143,0.13457
-11.368,-11.368,2.4179,0.3143,0.13457
-11.368,-11.368,2.4179,0.3143,0.13457
-11.561,-11.561,2.5157,0.30587,0.13581
-11.561,-11.561,2.5157,0.30587,0.13581
-11.561,-11.561,2.5157,0.30587,0.13581
-11.561,-11.561,2.5157,0.30587,0.13581
-11.561,-11.561,2.5157,0.30587,0.13581
-11.027,-11.027,2.484,0.32704,0.16622
-10.662,-10.662,2.4887,0.29264,0.23963
-10.662,-10.662,2.4887,0.29264,0.23963
-10.407,-10.407,2.4729,0.31431,0.3491
-10.407,-10.407,2.4729,0.31431,0.3491
-10.477,-10.477,2.3997,0.31533,0.23871
-10.443,-10.443,2.4718,0.29643,0.33895
-10.506,-10.506,2.5673,0.31136,0.3611
-10.506,-10.506,2.5673,0.31136,0.3611
-10.506,-10.506,2.5673,0.31136,0.3611
-10.861,-10.861,2.7124,0.32073,0.44932
-10.861,-10.861,2.7124,0.32073,0.44932
-10.674,-10.674,2.7638,0.32716,0.37034
-10.841,-10.841,2.8967,0.30423,0.3699
-10.841,-10.841,2.8967,0.30423,0.3699
-10.841,-10.841,2.8967,0.30423,0.3699
-10.841,-10.841,2.8967,0.30423,0.3699
-11.075,-11.075,3.0399,0.32391,0.42636
-11.131,-11.131,3.0549,0.35432,0.44367
-10.979,-10.979,2.9545,0.36717,0.42923
-11.934,-11.934,2.9459,0.40672,0.61172
-11.957,-11.957,2.9433,0.39547,0.6154
-12.467,-12.467,3.0145,0.35488,0.67855
-12.259,-12.259,2.887,0.36123,0.66074
-12.259,-12.259,2.887,0.36123,0.66074
-12.259,-12.259,2.887,0.36123,0.66074
-12.66,-12.66,2.8935,0.36058,0.711
-13.026,-13.026,2.9537,0.35355,0.75153
-13.026,-13.026,2.9537,0.35355,0.75153
-12.967,-12.967,2.9373,0.33827,0.74527
-12.967,-12.967,2.9373,0.33827,0.74527
-12.217,-12.217,2.9784,0.36703,0.64824
-12.217,-12.217,2.9784,0.36703,0.64824
-12.16,-12.16,3.1114,0.35638,0.62872
-12.16,-12.16,3.1114,0.35638,0.62872
-12.267,-12.267,3.1023,0.35819,0.64469
-12.267,-12.267,3.1023,0.35819,0.64469
-12.421,-12.421,3.1188,0.37038,0.6642
-12.103,-12.103,3.1792,0.37422,0.61319
-11.724,-11.724,3.2545,0.3838,0.53762
-11.724,-11.724,3.2545,0.3838,0.53762
-11.728,-11.728,3.12,0.4119,0.55852
-12.801,-12.801,3.0987,0.39633,0.71468
-11.739,-11.739,3.1751,0.38995,0.55353
-11.826,-11.826,3.2286,0.39168,0.56077
-11.42,-11.42,3.1265,0.41405,0.49643
-11.71,-11.71,3.1128,0.41835,0.556
-11.807,-11.807,3.1277,0.38711,0.57224
-11.33,-11.33,3.2233,0.41072,0.43419
-11.265,-11.265,3.0853,0.37427,0.47254
-11.265,-11.265,3.0853,0.37427,0.47254
-11.265,-11.265,3.0853,0.37427,0.47254
-11.23,-11.23,3.1138,0.35486,0.45507
-11.444,-11.444,3.1098,0.35266,0.50898
-11.653,-11.653,3.0964,0.32363,0.55034
-10.939,-10.939,2.9743,0.30638,0.33175
-11.078,-11.078,2.892,0.28175,0.26448
-11.04,-11.04,2.851,0.30587,0.24932
-11.04,-11.04,2.851,0.30587,0.24932
-10.995,-10.995,2.8635,0.34081,0.2492
-10.662,-10.662,2.7557,0.36285,0.2808
-10.614,-10.614,2.6252,0.34573,0.24693
-10.551,-10.551,2.6627,0.35268,0.27741
-10.551,-10.551,2.6627,0.35268,0.27741
-10.358,-10.358,2.5287,0.35351,0.29056
-10.358,-10.358,2.5287,0.35351,0.29056
-10.358,-10.358,2.5287,0.35351,0.29056
-10.351,-10.351,2.4847,0.33751,0.28981
-10.78,-10.78,2.4746,0.3331,0.46928
-10.865,-10.865,2.3605,0.32656,0.49451
-10.865,-10.865,2.3605,0.32656,0.49451
-10.865,-10.865,2.3605,0.32656,0.49451
-10.865,-10.865,2.3605,0.32656,0.49451
-10.865,-10.865,2.3605,0.32656,0.49451
-10.77,-10.77,2.539,0.35462,0.46402
-10.78,-10.78,2.4706,0.36346,0.47617
-10.523,-10.523,2.5049,0.35709,0.41414
-10.523,-10.523,2.5049,0.35709,0.41414
-10.842,-10.842,2.7534,0.34847,0.44253
-11.112,-11.112,2.9086,0.3219,0.47214
-11.21,-11.21,2.8306,0.33316,0.5064
-10.73,-10.73,2.8295,0.32598,0.3532
-10.73,-10.73,2.8295,0.32598,0.3532
-10.73,-10.73,2.8295,0.32598,0.3532
-11.24,-11.24,2.7814,0.31655,0.51644
-11.011,-11.011,2.7234,0.34576,0.48461
-10.552,-10.552,2.6759,0.3274,0.32887
-10.552,-10.552,2.6759,0.3274,0.32887
-10.552,-10.552,2.6759,0.3274,0.32887
-10.552,-10.552,2.6759,0.3274,0.32887
-10.552,-10.552,2.6759,0.3274,0.32887
-10.552,-10.552,2.6759,0.3274,0.32887
-10.575,-10.575,2.6802,0.32787,0.36006
-10.575,-10.575,2.6802,0.32787,0.36006
-10.574,-10.574,2.6592,0.34793,0.27068
-10.529,-10.529,2.5357,0.32607,0.25293
-10.529,-10.529,2.5357,0.32607,0.25293
-10.529,-10.529,2.5357,0.32607,0.25293
-10.48,-10.48,2.5893,0.32831,0.29484
-10.48,-10.48,2.5893,0.32831,0.29484
-10.49,-10.49,2.588,0.33515,0.27893
-10.49,-10.49,2.588,0.33515,0.27893
-10.663,-10.663,2.5541,0.35048,0.21379
-10.663,-10.663,2.5541,0.35048,0.21379
-10.395,-10.395,2.4441,0.36039,0.22922
-10.206,-10.206,2.3939,0.36784,0.26469
-10.109,-10.109,2.3396,0.38513,0.25695
-10.237,-10.237,2.2401,0.3747,0.19597
-10.444,-10.444,2.2365,0.40109,0.14666
