-411.58,-411.58,0.7,0.1,0.7,0.1
-411.58,-411.58,0.7,0.1,0.7,0.1
-394.27,-394.27,0.85638,0.066052,0.7111,0.022654
-394.27,-394.27,0.85638,0.066052,0.7111,0.022654
-394.27,-394.27,0.85638,0.066052,0.7111,0.022654
-394.27,-394.27,0.85638,0.066052,0.7111,0.022654
-394.27,-394.27,0.85638,0.066052,0.7111,0.022654
-394.27,-394.27,0.85638,0.066052,0.7111,0.022654
-392.51,-392.51,0.76823,0.069618,0.76845,0.026759
-392.51,-392.51,0.76823,0.069618,0.76845,0.026759
-392.51,-392.51,0.76823,0.069618,0.76845,0.026759
-392.51,-392.51,0.76823,0.069618,0.76845,0.026759
-392.51,-392.51,0.76823,0.069618,0.76845,0.026759
-392.51,-392.51,0.76823,0.069618,0.76845,0.026759
-392.51,-392.51,0.76823,0.069618,0.76845,0.026759
-392.51,-392.51,0.76823,0.069618,0.76845,0.026759
-392.51,-392.51,0.76823,0.069618,0.76845,0.026759
-392.51,-392.51,0.76823,0.069618,0.76845,0.026759
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-393.13,-393.13,0.62355,0.060518,0.90981,0.054764
-391.75,-391.75,0.70082,0.052801,0.973,0.047667
-391.75,-391.75,0.70082,0.052801,0.973,0.047667
-391.75,-391.75,0.70082,0.052801,0.973,0.047667
