0,6.0694,5.4463
1,7.5579,4.8251
2,8.7467,5.7021
3,9.6145,6.5727
4,8.5666,9.0597
5,7.0057,9.6256
6,5.0156,9.1294
7,4.6912,7.2565
8,5.3339,5.9652
9,6.0519,5.2624
10,7.0697,4.7689
11,8.9164,5.1202
12,10.02,6.8489
13,9.237,8.4328
14,6.9402,9.7498
15,5.6395,8.9033
16,4.8454,7.3196
17,4.9946,5.8325
18,5.9424,5.3778
19,7.6161,4.9743
20,8.8493,5.6385
21,9.7552,6.7387
22,9.1415,8.8758
23,6.8238,9.6395
24,5.81,8.7462
25,4.4333,7.4874
26,4.3837,5.8588
27,6.0267,4.8454
28,7.0416,5.0325
29,8.6756,5.2094
30,9.6169,6.7598
31,9.4439,8.6599
32,7.3801,9.9364
33,5.3789,9.4963
34,5.2864,7.7087
35,4.8055,6.6474
36,5.657,5.5306
37,6.9536,4.5237
38,8.5243,4.8059
39,9.869,6.5644
40,9.0382,8.6507
41,7.5245,9.8703
42,5.7314,9.2897
43,5.2768,7.3617
44,4.6478,6.226
45,5.3992,5.4248
46,7.07,5.136
47,8.436,5.2537
48,9.6813,5.7781
49,9.4002,7.7253
50,7.5895,9.7629
51,6.129,9.5379
52,5.0629,7.4613
53,5.1531,6.7185
54,5.94,5.2255
55,6.7229,4.7946
56,8.171,4.8689
57,9.5977,5.8958
58,9.0907,8.4742
59,7.5038,9.4761
60,6.1103,9.437
61,5.2475,8.1584
62,5.1347,6.2669
63,5.4133,5.1679
64,6.8908,4.6497
65,8.1515,5.2302
66,9.2758,5.9955
67,9.2106,8.1195
68,7.7371,9.8815
69,6.2184,9.1871
70,4.6903,8.1327
71,4.7253,6.1715
72,5.4903,4.975
73,6.7071,4.3295
74,8.1716,5.4019
75,9.2376,6.2764
76,9.3435,7.7763
77,7.6683,9.2405
78,5.8971,9.3676
79,4.9273,7.898
80,4.6131,6.7757
81,5.6966,5.787
82,6.468,4.8194
83,7.9647,4.703
84,9.5529,5.8423
85,9.1385,7.8583
86,7.6474,9.4665
87,6.6425,9.5613
88,5.0673,7.704
89,4.9541,6.8548
90,5.6401,5.5638
