"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,97.9448882770293,8.09303222752798,274.277742608195,13.2974454604637,-0.34478502231852,280.157623581565,5.42973229619065,11.1907301763406
"2",0.25,81.1174976092954,14.911531410342,280.826795457992,10.4470623989989,3.00458485261086,282.310007655927,8.93208198821031,9.14906275859629
"3",0.5,81.7855001366755,22.5864556139472,270.442730175434,9.1936176429404,14.0545271776889,281.603236122031,10.6157415608278,10.9188184304887
"4",1,100.33355799686,13.7380161731662,267.438045150357,9.24090415573297,10.5293738709891,283.160060094357,7.4538030921246,10.213743610968
"5",1.5,96.7964636622418,8.54245809796363,294.301217555975,7.14089932032603,16.2171403057538,279.416865478316,5.69705693774012,7.83391428085506
"6",3,101.723815170049,8.58823232480245,298.562087374657,8.26845940310177,13.1451930170401,279.097516538335,12.6102453018073,10.7649576521294
"7",4.5,97.9504575754953,23.167869639095,286.665505413857,10.2386075657007,13.4588206350386,281.199009265924,13.2023713558908,8.84541300116312
"8",6,76.238760109292,22.6426524034357,295.095715855674,4.27088646963905,15.2786591354869,283.17733216928,9.31895176888457,10.0330439395427
"9",7.5,94.9676448831006,13.266111453586,281.211028494461,9.15308661448325,5.65344860006267,280.005516971138,8.68734486404306,8.56933770575868
"10",9,85.8244369780393,19.1265221323227,275.805460044161,6.21122994595659,11.757227018426,275.196211807846,10.2605804878222,9.24676182323627
"11",10.5,71.0800642440179,14.3226935689261,274.656270698894,9.54282086241616,11.2013350576538,279.428728279645,12.3271651377379,8.38671293002702
"12",12,78.9411411022888,19.3784460997891,291.840670034229,10.2151638015929,8.72264452904807,280.652465434293,12.2539956808723,7.98065737960911
"13",18,72.5028481896548,32.7004600516756,277.725249719571,19.389755123863,6.99180763142128,274.941897315797,10.6479797293673,11.0647012234268
"14",24,69.6851082496189,21.707701268009,271.181358285892,16.1162025973868,11.8545660017743,279.089912076439,14.7831493576728,8.50240201179808
"15",36,62.1923787595529,44.8768684434959,260.328083019543,15.8997224479073,16.2062204376657,281.27110415269,10.9070337814807,6.97224643318201
"16",48,51.6583038419851,43.428394507188,263.196022916541,23.0270342179995,16.9907159380669,278.332488084473,14.6205715328029,8.02467421362539
"17",100,11.0477231344793,86.0015249648698,198.669166061078,52.524885657784,61.553277957063,249.299125346001,26.5186627539443,22.4325498523226
