"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,92.5423511882066,5.61108499518442,283.442871344584,9.4322657632424,2.67243627187747,279.362379297016,9.16851589604335,9.47710998509042
"2",0.25,93.805331956693,17.1307857721184,281.817808445664,11.5033887816652,12.5916972650757,280.482555705878,10.1842239516918,9.8018392397435
"3",0.5,89.8839302278663,13.8226155890666,269.994722918862,7.62642914185361,13.1271361004674,279.809940392823,11.0701408424161,9.53908379469132
"4",1,95.1544087713903,8.47151476379702,283.930742139964,9.81043259229935,11.9910885999374,279.766699232335,8.00038773600684,9.27110322279197
"5",1.5,93.0723579569162,11.5747342000692,280.344914109744,4.86782557090817,9.74280716474601,281.066959697273,8.30940972329321,9.05185067818858
"6",3,91.0466571595038,16.3621591451849,283.814436262232,12.7443281146551,10.3325752701815,276.677781920648,11.1684290735497,9.80769213394605
"7",4.5,87.0203269351573,14.8657033324606,277.857069987395,12.2608512695318,11.166732957709,280.801845341634,11.5386672053915,9.36910984853809
"8",6,82.8847529352976,12.9453417502347,293.568799371941,9.25997823548695,8.61074252976529,282.816434680579,11.1758881140814,9.25552306741068
"9",7.5,87.4767691025616,17.195975919756,269.292893808517,12.5865131639653,8.54817828818278,279.573831983995,9.9774169255357,9.06719349010858
"10",9,85.3519379896517,19.83078998191,278.430655232347,10.613005547144,7.14011390749991,275.759461990055,11.0596949523136,8.53875042644337
"11",10.5,84.4084092494413,16.792121486868,277.556993897014,10.4833899406502,6.77018170419315,278.538236306807,11.556785710178,8.38160177391972
"12",12,86.6285452461052,22.1061686970672,281.27088391833,14.2415164967438,7.78410018892631,281.944627269147,11.562895426049,8.69095830815243
"13",18,70.5226946231124,29.4043607490254,276.127966393719,13.9874402684697,7.54372486659481,277.366825022306,12.1936498210695,8.68315269454726
"14",24,73.6042167488553,36.8527056932332,289.462952063677,16.7446283761168,9.00391094447519,279.662734911877,13.4793232345283,7.96794355443929
"15",36,58.028652847135,41.3043833980889,263.430724561329,18.8179808008201,10.8681179295385,279.473402001427,12.1330596595326,6.86179005261861
"16",48,52.3466684654584,53.4282878672441,254.583420332801,24.1983662399954,17.6002450646487,279.400084289844,14.0002906397246,7.46656623021381
"17",100,18.6811089126907,87.4661767294271,202.641098165294,47.4602527214142,61.1837272114759,251.378854782401,26.6504400980891,21.5371722971182
