"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,89.9968233305609,4.35824591020746,290.364689311003,5.70508134092948,3.51466688031838,279.958654187554,10.9495896663154,9.73597127621483
"2",0.25,106.172951989287,24.1866799237247,278.096999817513,12.8950083702877,17.7758116603721,277.513045444595,10.5589238368828,9.9730334808364
"3",0.5,91.2428294553863,9.06908028891298,271.789917376953,5.88470204688325,12.5550174462001,279.000858356942,10.8166510226263,9.52141293916145
"4",1,101.236299565149,0.642273549971449,286.722712693413,5.75157179076609,8.3460365367887,280.073959545576,8.63105091184455,7.75158872384086
"5",1.5,88.4734930789949,15.5929841195092,273.96176919042,1.3865763188692,12.8207361129553,283.561624459056,10.3087041562695,9.65771995401629
"6",3,83.6169340844543,28.3563159721762,281.462556218514,14.0517712755754,10.9295006033524,276.608858264548,9.4215270251736,9.72566773986461
"7",4.5,83.6389197780424,21.4090412737087,271.303354749977,14.6169531277752,11.5412405750341,282.402214781366,10.9874101436902,9.04665156472905
"8",6,88.0171639987431,5.93945708095802,293.875309695817,11.8261287096589,0.895343677102916,284.580541986665,14.1024599226003,6.96986300505644
"9",7.5,76.6809175024198,10.2642029204552,261.057839758318,10.6541430628436,12.7107135512451,276.731289167905,9.61815257962543,11.5430915714651
"10",9,86.6971795514087,26.0459178275199,281.972531173669,12.035674773981,10.4782938738507,275.553521440654,10.8692360498906,7.41802931538526
"11",10.5,90.0838624812593,24.2950697039433,269.213926158262,12.2027797672187,5.81205687335209,279.818018896235,10.5745210033949,8.82716774053562
"12",12,95.262225505895,21.5437654439944,270.86415378206,12.155197958639,2.82037023494896,280.341944446079,10.5256400265622,10.4909267157942
"13",18,70.6066121893762,23.5192987808589,276.544497763895,10.2739413214699,7.68013515131939,280.503192393908,12.8604130042155,7.70842148378052
"14",24,76.3724874217899,45.232529277776,303.23170157784,17.5662432471488,0.461644667096877,283.246249801388,15.2697707796414,7.67990001902485
"15",36,62.0458372931577,33.0246083175773,264.646697013498,20.5466067569556,7.62327474070446,274.533106762037,13.4788988180667,8.41809409215837
"16",48,46.1341323422989,59.9819427811238,239.968160070046,20.6512431892253,12.1792895430744,279.040082326895,16.5212214771504,6.09141687953157
"17",100,27.8702866304843,90.1964347160429,205.264715385301,41.7129678299849,59.9498132145378,254.780796878481,26.3930918513541,20.5656474970297
