"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,0.00431345577223565,0.0627129920239395,0.176416039892887,0.00382336601906799,0.0426210023632084,0.116612010194761,0.00151975595137571,0.0035910667401858
"2",0.25,0.151772881385281,0.0214358656241156,0.187095923765227,0.0265520865418112,0.0618695065798025,0.0386857656505585,0.0249219271680879,0.00484559787164552
"3",0.5,0.357985094223285,0.112879564215831,0.284194042600671,0.00769592150783403,0.116006396364927,0.0214103248207739,0.0208808238414101,0.00852536074030301
"4",1,0.164279828455316,0.0428319740598118,0.104199125036297,0.00411171183099251,0.0254799709217981,0.0177111485892196,0.0129375928374311,0.00979984136754564
"5",1.5,0.0418069519186052,0.139896593926131,0.117850760861494,0.0343987659373612,0.0277628894013394,0.00276359137222368,0.00135261879079812,0.00120322318943783
"6",3,0.00186796649286634,0.0379614705038913,0.10095178376924,0.00148418454796905,0.122899851608808,0.0094001662156482,0.000917174055085371,0.00575461050481179
"7",4.5,0.0551527558853656,0.0381830540772468,0.00814751474360227,0.0800187332768713,0.0429988553924488,0.0378690397405213,0.00118803422806128,0.00174470138998238
"8",6,0.0236215961766441,0.000382724448641966,0.118510825725094,0.0104634800037602,0.189795975274706,0.0480053923844136,0.00252484260813825,0.00809383021036692
"9",7.5,0.0217701796389234,0.172480610284396,0.564839935245475,0.0472928791528981,0.0292759112944854,0.00107345456193408,0.00565053360819996,0.00981981916169208
"10",9,0.0286680087798246,0.0875303466866485,0.080922701143599,0.122587813267199,0.0825525225174868,0.000929856611049663,0.000952266768189834,0.00362219214728095
"11",10.5,0.176052606845843,0.164786546961658,0.042805181504022,0.112709657905649,0.0132462324859201,0.0324401534931907,0.00633988823186999,0.0171815283490082
"12",12,0.0564805275020444,0.586167393182863,0.298543385813965,0.00356556259530683,0.0205575325992225,0.0146703443029944,0.00789065312572704,0.00555089113215457
"13",18,0.000500448390905408,0.734468011020333,0.46848684928809,0.0391704412250287,0.0407707614498322,0.00910835823479497,0.00336496611421082,3.04134785381213e-05
"14",24,0.04667887699563,0.014048411367375,0.279128348770799,0.0510984473888928,0.0436326451071093,0.024088343500116,0.00708181778969254,0.00801706763973893
"15",36,0.256470913593174,0.222950293797742,0.283539629641912,0.00493592566419981,0.342257547030956,0.0544650543527739,0.00753041519109163,0.00297534850901217
"16",48,0.0713852849676451,0.0984739253796269,0.113419409043824,0.071571999477556,0.0117772894216094,0.0106934791400269,0.00336926557854982,0.00601926120813247
"17",100,0.0637584380486223,0.0979387996890749,0.201505442515292,0.0466209628454527,0.0530393610714704,0.00626602033362419,0.0017117300572339,0.00151808976498107
