	"V1"
"V1"	14.3572318285081
"n"	8442.35895053102
"Ki"	9.95062790591419
"K1"	17.7330954883911
"V2"	2.86213777664266
"K2"	31.973912272575
"k3"	0.408842445046566
"K3"	1.11568357987302
"k4"	0.470001406290673
"K4"	24.0843825065274
"V5"	4.69341305348137
"K5"	7.21893244869845
"V6"	8.34088245149235
"K6"	5.21081220620647
"k7"	0.589978799211556
"K7"	1.15597870533405
"k8"	0.841539554808816
"K8"	12.1491438805063
"V9"	5.47839329922717
"K9"	2.9775789256665
"V10"	5.43582151596967
"K10"	0.734691846287115
