"time"	"MKKK"	"MKKK_P"	"MKK"	"MKK_P"	"MKK_PP"	"MAPK"	"MAPK_P"	"MAPK_PP"
0	-29.911655989352	23.6242251341316	-2.90873657201018	-8.5761342997106	3.18617392377618	-0.01542373928487	-1.08833210050285	1.61451786297206
0.25	5.30356277559463	-16.7449577812313	7.94019233410381	-1.86986899241148	-0.84157056721601	-0.695585655648756	-0.811137189884903	2.00715849834054
0.5	-9.41404559910097	5.64404940677576	0.890600348384396	1.97543091560881	-2.35629643002078	-0.730483645895674	1.34054137755513	-0.780383332021017
1	-12.3352229117586	11.1729627077892	-0.729473096725997	2.61260816700215	-2.21699807470976	-0.525471234652741	1.68992228984521	-1.39304069753088
1.5	-7.33435367000368	7.42602058799946	0.33295810413847	1.10736294742253	-2.33358700712571	-0.319744498312957	1.28623814010886	-1.07039680649557
3	-9.50239294495248	9.90309544461709	-0.663975963050234	1.67134516033762	-1.42132720233512	-0.0821437814124693	1.20448913011018	-1.13218167660101
4.5	-9.41018584707365	9.9496313980012	-0.13393387467886	1.56124114861278	-1.14723739953426	-0.0169074040741179	1.1437217791439	-1.12883165038191
6	-9.68309271259216	10.1921563571921	-0.841871826594343	1.82784595824792	-0.691813351785697	0.00833504736874602	1.04652207662248	-1.06731781269076
7.5	-9.09889572581335	9.65633383883002	-0.370233408546028	1.524434073227	-1.12645596090388	0.211207720326456	0.847008419944117	-1.08804748829172
9	-9.7424982108123	10.1449895493886	-1.49786447286715	1.98167427809359	-0.485955115198777	0.152351454573818	0.838605647162538	-1.00560898076196
10.5	-10.5107351062799	10.6932249038039	-2.5349122249736	2.44027729238816	0.0665147967886526	0.157785276371669	0.823788153507365	-0.96015751005929
12	-10.0334350245106	10.0926015711202	-2.98143272721063	2.49858927033486	0.418177986395207	0.130848313801835	0.733233859278926	-0.833287466059929
18	-10.468979932412	10.3914421975233	-4.59491142953539	3.11135600686363	1.50805121149489	0.00336192471195318	0.709682562012759	-0.699372353391681
24	-9.42819161056718	9.34755485897654	-8.07889197551503	3.87359823146305	4.20477514233042	-1.98965065351331	1.42193099986798	0.574112075557132
36	-8.18855413608333	8.13284049740304	-10.9567651535372	4.42159671420228	6.50367487089554	-3.82546010911256	2.07886742745345	1.74804373251014
48	-6.09494952676215	6.04818154321407	-9.75449917018523	3.72579833541309	5.99622656422127	-3.65764861186335	1.8660823678438	1.79052046573069
