"","time","JAK2","pJAK2","Epo","EpoR","pEpoR","SHP1","mSHP1","Delay01_mSHP1","Delay02_mSHP1","Delay03_mSHP1","Delay04_mSHP1","Delay05_mSHP1","Delay06_mSHP1","Delay07_mSHP1","Delay08_mSHP1","actSHP1","SOS","mSOS","Raf","pRaf","MEK2","pMEK2","MEK1","pMEK1","ppMEK2","ppMEK1","ERK1","pERK1","ERK2","pERK2","ppERK1","ppERK2","pSOS"
"1",0,0.00193278583977542,0.00125700940810818,0,0.00185893152129589,0.00587794877479211,0.0056412563727419,0.679919862991675,0.00547529529480113,0.0546317076680452,0.0171161304245579,0.000117276948034148,0.000572025817049354,0.0425519068500039,0.0199422139387947,0.00324966844558329,0.404367509236504,0.0224160224185983,4.57211587277933e-07,1.00405628725479e-08,3.70078416192793e-07,2.66495598011878e-06,0.000788564035348882,0.000241589143915187,1.86958842415947e-05,0.000548620561184043,0.00109308233615592,0.116447953668375,0.00271266976964525,0.797006345092301,0.109015300192732,0.00110303272771206,0.0457725209448711,0.00704208928258157
"2",0.25,0.00104844963957525,0.0573282257565756,0,0.00589894792170664,0.00392208653940417,1.1814527100511,0.0458070816806631,0.0907474656653235,0.0950931568360375,0.0187986862426278,0.0209017629351196,0.0699481230485364,0.0167517283987097,0.0120177558290955,0.0065816861380279,0.0606932478530788,0.00631431588083042,1.09371185435501e-06,4.61159827165687e-07,1.75494708856671e-07,0.00118920046683053,0.000183049102703276,0.000164642428376044,1.94537297504844e-06,0.000128472415764964,0.000248558035339577,0.0207043908399838,0.00385682106568045,0.131660838261413,0.139485662007088,0.00332988770153189,0.00540324830198627,0.00318954450505456
"3",0.5,0.000409787969468031,0.0055392712527067,0,0.00565913465319368,0.00177380444936969,0.898980285964874,0.00360558898159981,0.116061276199478,0.00100788109628116,0.0518789648291995,0.0126359195179929,0.00721313829226972,0.0237132955214366,0.0148893443751227,0.0123247540454528,0.908448977331914,0.0088909689392662,1.9333528398725e-06,1.60073656701653e-07,1.38917730160437e-07,0.000578738867468265,0.000141820333469423,0.00013405181242862,3.10952607888897e-05,0.000187347669279927,0.000159380347443951,0.0381687085297721,0.00371500232424279,0.113635357102767,0.00972915999744946,0.00195045446316914,0.00138723683788064,0.00908174891897866
"4",1,0.0306325820739163,0.00890290316228465,0,0.000595055899156789,0.00251241004806769,0.0312448294879107,0.0896956363773026,0.0227044272284492,0.0746971282518506,0.00474299456628716,0.0133308327577757,0.0319320546356908,0.0105197139056597,0.0115005049147436,0.0167973632040693,2.64666852989573,0.00610618327496974,5.82781893841899e-06,1.54380138351466e-08,2.95548521278143e-07,0.00271284537849988,0.000320913089702807,0.000154519033985101,0.000125363741612766,0.00012451190617693,0.000117201378371688,0.0344363419745547,0.00171184754251896,0.176373145696042,0.0369941858247888,1.25117266970058e-05,0.0178839526928037,0.00074905186788848
"5",1.5,0.00558011591115241,0.0242378675831165,0,0.001763381227667,0.00978783688413413,0.673650453409547,0.0568500615623616,0.00509263499905527,0.155895638211044,0.0232679028432793,0.00960681988150944,0.0396977353256755,0.00240449636294561,0.00903854693415463,0.0102889848507903,0.0170406307283875,0.00504736702107411,1.46919816867856e-06,1.26224711264743e-07,6.61836714653036e-08,0.000123255991699688,0.000229205729491705,0.000128348768936608,9.01077690214771e-07,0.000904525785979867,0.000199079998878128,0.0841003544637298,0.0140079516313142,0.113602355915539,0.036717061585256,0.000856207784719308,0.0123244964535352,0.00510763384160027
"6",3,0.0104038180359125,0.0358393493734146,0,0.000272594219510302,0.00331717666677185,0.398070051262994,0.0815005384836653,0.14345318122922,0.0307325129720605,0.116780386222324,0.00352899283573714,0.0139951940222129,0.0158777246038027,0.00195092814282825,0.00298015128488427,0.436186697508216,0.00294783031899761,6.30324554252711e-07,2.16509056800098e-08,2.09928439399925e-08,0.0019091820820695,7.01652538267334e-05,5.28802528150378e-05,4.68008395595793e-06,0.000115215398288829,3.98122624212746e-06,0.0699544043716522,0.00859190040924864,0.324371005166843,0.0113244027244938,0.00276541328158672,0.00140318986958188,0.000745762041944069
"7",4.5,0.0011101489984472,0.0144951063620599,0,0.00481494950427211,0.00226625565887543,0.594442769496985,0.0385068481824893,0.0103517367735301,0.00985078260909197,0.052180786950556,0.0046182258965782,0.0128978073123283,0.0172080564295806,0.0260795828798844,0.00355727317754507,0.0362466011655733,0.00280162366088214,9.15964326273894e-07,1.47248191644919e-07,6.94852246282932e-08,0.0024210260407275,0.000137724621910282,6.76265263532369e-05,1.60408492518688e-05,9.19292046117485e-05,7.73748387547731e-05,0.0201244053351062,0.0277857087567109,0.296248014476901,0.104895080269233,0.000352346451729388,0.0220898267695617,0.000724128897470881
"8",6,0.0150253083378241,0.025755015089612,0,0.0069050821810035,0.00960933250669738,0.186076004741006,0.0536738754306715,0.00532020347563522,0.00817307111951505,0.00931842895569177,0.00629770259470828,0.00136865266184901,0.0392425779483058,0.00396534409475132,0.00675959302050139,0.614383571351926,0.00316826207361313,4.0851147390258e-06,7.83751493360558e-08,1.45060515929426e-07,0.000185979731909632,0.000394308962038761,7.88995111249197e-05,0.000143875336456234,0.000145155143471465,9.27370763696782e-05,0.0091589273513294,0.00382153755101429,0.0254943301270634,0.0306442576097449,0.000180818500868291,0.000455466384426823,0.00400003658098424
"9",7.5,0.0288069257786034,0.0449362479393021,0,0.00179394424474246,0.00522542604925286,0.294272636191372,0.0225258763137396,0.203821147813691,0.00743966715628081,0.108155650604753,0.00166951078555051,0.0119865560133861,0.0438270853967221,0.00157083549200812,0.00276454194543354,0.247382969795365,0.00276569317644434,1.17378648265245e-06,1.40091128877981e-08,3.77069684670261e-08,0.000857955076430239,8.18342528267816e-05,0.00018163167824532,3.79711458387125e-05,0.000652438901543331,0.000140264162655536,0.0243699478696075,0.00644772417092697,0.112097151928863,0.0826235144304513,0.0130378981326787,0.0183738978219097,0.0037942335870331
"10",9,0.00843832846040478,0.0338159430145379,0,0.00658665336446506,0.00039366624194612,0.674608871644861,0.0472845144845224,0.0038469715966942,0.0294657430845455,0.0158223432039338,0.0147401366402994,0.0451223234717732,0.00370926708127787,0.0543463031382774,0.0131460954203992,0.265525920639735,0.00464368731278617,1.11328841149266e-06,1.20649257118846e-07,1.87863654659777e-07,0.000293301446549436,4.66194136927194e-07,0.000220548596924457,3.00086893146417e-05,0.000235105456896778,0.000321258709668789,0.346399606396296,0.00943482710719708,0.212371390510896,0.0944031124034751,0.00129787550762309,0.00133125335600995,0.0458968613831841
