"","time","JAK2","pJAK2","Epo","EpoR","pEpoR","SHP1","mSHP1","Delay01_mSHP1","Delay02_mSHP1","Delay03_mSHP1","Delay04_mSHP1","Delay05_mSHP1","Delay06_mSHP1","Delay07_mSHP1","Delay08_mSHP1","actSHP1","SOS","mSOS","Raf","pRaf","MEK2","pMEK2","MEK1","pMEK1","ppMEK2","ppMEK1","ERK1","pERK1","ERK2","pERK2","ppERK1","ppERK2","pSOS"
"1",0,1.94692315947779,0.0234612641382012,50,1.08494794148505,0.00752252393197745,10.7985849040526,1.2456804196495,0.00272192468157051,0.379991794580048,0.0559853660015251,-0.00907194062558652,0.0265731077790577,-0.36891176913649,0.255789860141124,0.0422436045788484,-1.21777700468507,2.66735499224581,0.000731426491498756,3.77198596046523,0.000692875316630587,11.002961193522,0.000755339096369685,23.9917404481606,0.00840991224868775,0.00910499836480082,-0.031860978029953,6.82691122479219,-0.0666087228711266,20.8865274131072,-0.638415429731141,-0.0511204633062713,-0.0692509763738944,0.00266144982449297
"2",0.25,1.65512086488856,-0.0469389407350591,50,0.963760072650926,0.0570858418210444,11.297915581403,-0.288632229746285,-0.368366743277655,0.513487704416036,0.267301267911,0.033482219592785,0.176272206628708,-0.201222190203434,0.0520202359163604,0.0725587128355312,0.0160802359435853,2.66158095525951,-0.000856735283649326,3.7706106996969,-0.00033407747729677,11.0366105131922,0.0230678400851518,24.0212724353708,0.00226882370546589,-0.0148161243074213,-0.0245463986062586,6.9481571556347,-0.0935438695859334,20.4301993706692,0.546901008594873,-0.115385935939177,-0.0523623926558373,-0.0823902843091861
"3",0.5,1.4995269304541,0.434079425578256,50,0.497912891825638,0.269563994036503,12.0774659846432,0.390326360731105,0.429057601996884,-0.0452802933501376,0.241414170425029,0.0410361169501382,0.130899991949756,0.216278887990012,-0.134816245119619,-0.119670354518156,-0.555143774111988,2.43241487151645,0.00645145948820457,3.77086137793852,0.00111389055649746,11.0444206359569,0.0250277962273859,24.0043306516696,0.00922597775773421,-0.0228325872608397,-0.00014291485618446,7.06237487922813,-0.0467044105921957,21.4278024301448,-0.166469061622445,0.0443824365122255,-0.0285183715786526,0.152151863740695
"4",1,1.30480350690628,1.08978645523884,50,0.156438644944543,0.756078961235446,9.39798183488941,1.11874653688807,0.0984311406207625,0.553587807363129,0.0133135683848957,-0.0927378037754582,-0.155623055185272,-0.124863302636571,-0.214479775461054,-0.182730616987348,-1.23658882460816,2.48621102782772,0.00894736436225323,3.76941020199947,0.00299722298973686,10.9405613602732,0.0456334355924342,24.0129316496508,0.026772699962658,-0.00903106430045167,0.00592448157036132,7.17594091500879,-0.0167173919271812,21.3739765773803,-0.345916723566549,0.00656145806485211,-0.165032415748982,-0.0456359939230145
"5",1.5,0.659250047399269,1.50484898742473,50,-0.0459321066683001,0.860235513193041,7.851247041605,2.02404413230764,0.597328516560561,0.581407751277305,0.310615853825497,0.0714354479685351,-0.0797125742576224,-0.0115157172228586,-0.179668121919443,-0.0287389238783686,-0.0631072763371999,2.30844002996944,0.000938058012502401,3.76733308548496,0.00389261158714727,10.9184981567493,0.0550005649256461,23.9647362805647,0.0219882001536161,0.0285495770131422,0.0183066136822165,6.43515203876612,0.286558343855692,21.2464692013719,0.634736823026663,-0.0492544692055647,0.153378177898511,-0.0817177441766618
"6",3,0.337134661386265,1.68685255159205,50,-0.0295595137455302,0.981332499402229,2.98041418164698,4.05750859342052,2.26966471571387,0.773246362176934,0.508981256019791,0.118897920988308,0.191227577027752,-0.239171206597033,-0.0881984135454163,0.0398028871581197,-1.27402276243569,2.20818731645124,0.000458748065459137,3.76944358193357,0.00260663152739124,10.7159339066887,0.127436789281111,23.8636761774565,0.0280452882141372,0.136252387313016,0.0896388193035694,6.23147684123969,0.880566927631352,16.9300150540409,2.65169985251832,0.316973839850705,0.620043907254851,0.355241372286167
"7",4.5,0.190868772047417,1.79078866390328,50,-0.0240332545678348,0.921025204585152,3.80886168465855,3.7709707162128,2.61144679772741,1.52163643883931,0.335126706492538,0.0610260718015283,-0.176206046199551,-0.22903996753847,0.268691450048266,-0.118152304729015,-0.366879368059259,1.82127193064327,-0.000228853336856904,3.77023293312907,0.00194021418282994,10.6825036085076,0.168118597298442,23.831101902007,0.0426021422409802,0.160490718463811,0.122478045036398,5.46498083073591,0.930504986993932,15.2629047539256,3.26483127838191,0.601343056902902,1.67567137435486,0.539996377356956
"8",6,0.296182726054957,1.72102851953575,50,0.133025311520915,1.14134404607008,0.502796428932106,2.2410920014725,2.85354260955914,2.20278470036268,0.998715801524724,0.484974465762934,0.128436621053855,-0.101687884835621,-0.0959118726535605,-0.132529490476604,1.03775603513339,1.8411155842201,-0.00285550718932646,3.7711447373825,0.000816445379549646,10.619921485408,0.207852294395644,23.7997441660813,0.064253324422017,0.207343462047522,0.150025050879345,4.7308335088991,1.35812879203148,14.7815291020034,3.83185262953361,0.723726406899337,1.96032512328282,0.655385175632365
"9",7.5,0.246318528930815,1.93356563409866,50,-0.0252636758340721,0.988000678187679,0.00682756944513074,2.14322396687221,1.83711173776916,2.35544827347729,1.66579512909822,0.897447412510122,0.48117669788019,0.327217010348763,0.0341827199701151,0.083165805560027,0.770953826595693,1.55351878612185,-0.00158540438029846,3.77118368749755,0.000623910956855191,10.6544208910934,0.184839993440648,23.7773135668511,0.0404541425860529,0.217204125090143,0.135427944094623,4.9460681098668,1.51031914671448,15.3416194014396,3.62635082771152,0.522027239492659,1.74183500361514,0.852058241029447
"10",9,0.153896000809212,1.74145768463446,50,0.167293325873849,1.03024413949586,-0.761362552454054,1.20440083592814,1.96134253506151,2.40303352378974,1.77348478909991,1.35262597027835,1.18027306136178,0.467232756660769,-0.162303926485615,0.278120524589582,-0.30962188449589,1.46701325042906,-0.00054757853615295,3.77128803513006,0.000735000819384553,10.6327748094706,0.196881401162979,23.773203519938,0.0682412780381805,0.159050582018147,0.158582104216165,5.3888805495438,1.56274395323553,15.7576215038257,3.63437823841395,0.652447677748737,1.73746183173444,1.3599190885774
