"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,75.2628822266282,8.98485411576928,289.058430023681,19.3839189528672,6.96142223394186,288.478057278894,6.31276141213533,5.95083778224181
"2",0.25,62.4846277444849,-9.21970433647634,288.746930112365,3.1040992091813,12.6537535471112,281.365003757307,7.83014815522407,11.7874042437104
"3",0.5,102.691348487034,-9.17986619858356,265.934189957396,17.0204425939895,15.8899126725092,281.843846771102,12.2023578856754,15.2387960130241
"4",1,92.4052234634342,-9.27799325315003,205.703893161496,-5.29674119498747,-3.51951643161055,276.161951237072,8.73097712844387,15.7333323891198
"5",1.5,130.484072963015,0.418187824353449,286.718376192942,5.17487998364612,16.0406087088187,274.794962086522,7.23668397506775,10.3050268514012
"6",3,68.4511855864365,0.0419654781035614,305.018801459243,7.27364954373135,7.05194331451457,274.665833599321,10.4756565525439,10.4359844332893
"7",4.5,101.053422626313,4.02219791799745,251.341449165266,20.7529904758921,18.2881474855576,284.687075172936,18.6821519546899,11.5321271264011
"8",6,70.0899327494871,39.208853425423,278.1959345828,0.109036068827708,0.566275206890445,277.096037173985,8.356515381168,9.38353705851809
"9",7.5,84.2460367712408,29.272689885368,310.858500024543,1.88242848065006,7.94700526709544,298.271553790364,8.94119048191179,5.25647855957519
"10",9,71.6807523931601,8.49441366111654,278.00377893818,12.0342387888479,8.67637953369263,288.49009803311,11.3255728175862,10.0066830950491
"11",10.5,70.1277342227047,15.5412881588691,288.353287817449,3.47287740025713,23.1791190261222,283.87828171652,8.345244826683,8.94296194186752
"12",12,53.6478143069893,3.67893652664152,278.081875674438,19.9879274575729,24.132617961429,280.128138689579,1.64077228670113,12.1029167320294
"13",18,76.0438614900343,6.80930855610902,274.61248729227,15.2974796521922,2.37811592229879,276.346481476124,12.6759246499172,8.05794104851972
"14",24,81.1095466269946,9.86673813474933,272.429040545774,24.5926389898848,13.4420066706607,281.471749871265,11.3726879710513,4.88604007367537
"15",36,58.5942076938714,61.1072237227934,271.855940052812,24.1467968694759,23.1808807882559,285.060565686733,12.3547098125816,7.48571834166255
"16",48,54.3757772715783,66.4009809326233,241.570082585637,26.926223965907,16.5300112069754,282.864446569472,10.3390824979163,5.61062447874315
"17",100,9.95832753691587,127.140086337875,204.310084024054,44.5851993611873,44.8017283645981,242.609226829089,30.4525371469162,29.4799095313093
