"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,89.460523818743,18.1043159941907,278.96155810466,13.4467271278433,29.0376293493908,267.801493968435,7.21904401627237,10.3177929566847
"2",0.25,100.315155047676,20.9454125298616,264.510272265415,9.61326727784867,3.84032600176874,282.192645366364,8.38697455718401,7.00346168922316
"3",0.5,83.9304247051479,16.9161026652525,255.917459419105,16.450258830709,18.9711564074539,279.524434215905,6.0311539187865,6.87065273264028
"4",1,93.985474008699,2.15564435366578,292.607665215347,27.1135950739274,15.4389396144001,267.714216021214,6.02539528730033,6.70823069689019
"5",1.5,106.038436619375,4.59738835320559,248.486884958856,3.5997725348323,7.26450627779523,273.134286124718,11.1596283056908,10.9071802476769
"6",3,90.1619056333024,23.4977550229425,297.050885344005,-4.15788781757102,18.2759549178539,294.903612706856,3.31976493273045,13.1868563815195
"7",4.5,104.450321203246,8.10103435729624,264.327466638307,4.32788162590547,-8.23950717686968,272.866999288301,14.9188127311921,7.0984756302613
"8",6,96.5123196229003,-6.42522177155469,252.850538311993,12.1899354516747,18.7809885518424,271.798364175149,9.28410284086254,10.8657217265503
"9",7.5,68.2458992802794,7.35350053775712,267.100038454692,9.37098994490344,9.00653828424735,275.330740970623,8.78727990426259,8.47160019372381
"10",9,90.5097987311767,15.688327891619,267.923750392106,22.4028090555605,5.1379811168562,273.98586109929,16.959205287506,12.2034396555685
"11",10.5,36.7525965528064,-25.2317235591532,305.195632329358,13.7971879955328,1.86939455340638,276.178446817195,13.5246866889085,6.0588194959711
"12",12,80.2790109930177,9.51005003955646,268.763488871939,9.83986246192586,-2.19938187875305,287.029833169077,8.50445838440312,5.95717804458761
"13",18,54.3316300188501,35.9234194354864,240.426769248884,21.2104201746031,-2.80191672591545,275.870523298009,10.3095401096468,5.08364211912405
"14",24,61.4854138724649,12.6884339336814,274.695778388093,17.3393893068007,21.8081508598006,281.857653239317,11.1483379495045,10.5700324686284
"15",36,34.7700291965518,48.4983280822589,275.473933192729,34.5672839435346,12.7217821912039,271.632889400611,18.9415802636634,14.9605975199957
"16",48,39.3070058143903,62.9273552603435,268.18888398843,13.4597432802034,21.64360538703,292.152994010513,20.4122592752771,4.15360270767341
"17",100,48.5656097397653,98.8828052379091,196.512282113718,32.198736498187,61.396305673167,249.165398333535,26.9577330973809,23.0621884447187
