"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,74.7372385902347,5.88948658718835,289.547548102423,6.20567727455056,0.192170808851682,279.474299426355,9.9159140861456,9.09093662837264
"2",0.25,81.8309076529113,8.30686640436685,266.969990620102,8.37643547939298,11.9671899460706,280.495228532105,10.5068673886879,3.7465667861997
"3",0.5,94.7203876798433,20.9035357391562,285.570241856257,4.76895319210976,18.928899891999,279.685345501645,7.77061743555788,11.1640400710536
"4",1,90.8921153824787,14.9450089591125,304.460199413781,-0.848862836669467,8.09045897641033,283.846417786408,8.27049257502792,7.28206254347698
"5",1.5,79.2822708941231,19.0556044876115,279.181882510012,10.2174632236941,23.964021217716,273.240833848056,13.9343897984154,12.7535196551788
"6",3,90.7155053814335,33.2788826939277,275.61827874919,5.84535243461321,8.66402307209712,281.259627020886,12.8819096409107,9.0432636643043
"7",4.5,80.6893587261416,37.8872667637719,291.216109708951,7.99638100525069,0.465372032102232,279.568982334726,12.0960057316163,12.3841774598239
"8",6,98.4710808012691,21.3413976224613,280.374777553394,6.0622380084244,20.3047244543364,278.119119665174,10.6947042418146,10.9271810373522
"9",7.5,67.8731276630652,24.7861395919059,289.539739336702,9.92149997379313,-0.3921025266856,284.41865697145,10.6571547072842,6.82650718757086
"10",9,82.490488752065,23.1515763148793,293.88246599859,12.9117164103658,7.05827393540464,280.75848366434,11.66529532409,9.25093517940824
"11",10.5,89.7385158203555,13.2244850622293,279.898033466655,16.1727589954957,11.0835340608791,276.489174445643,11.744906083496,9.06219131451011
"12",12,87.9362765912929,38.6783759599246,281.020842872536,10.7583403259253,11.5747263291449,280.216726975416,12.2057514013178,10.5764081331012
"13",18,71.4407446794952,45.140477577884,256.094489794004,13.2075266851898,-0.498049638321408,281.643121569033,10.0646366783753,6.1497844259896
"14",24,65.2626153100261,28.6253135839428,282.233766573579,15.5608780332909,9.74591259022061,282.066062102909,6.14000798806538,10.759166409552
"15",36,60.1888738322307,37.154456825202,278.161256187231,29.571544786913,6.60863993199732,277.667251952432,10.8533932306552,11.1057386443601
"16",48,45.1723658970514,79.1421573104658,257.90702935137,20.0836609326463,15.940375777473,274.961126259459,12.7021138639343,6.32476987772344
"17",100,0.714292689246388,93.899083026624,199.298604352009,50.5583190824649,54.3927430409346,252.743315044966,30.4435613115741,23.5702716327483
