"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,88.9626215857442,5.50731846629576,274.353336301881,5.60297061361665,7.29070102474428,278.881180821851,9.77944384220035,9.91908891821445
"2",0.25,93.1717942837909,6.76024671860981,268.490746386846,12.990929118437,12.4829409387812,279.689088461453,10.8665212150099,8.97701405507717
"3",0.5,95.0017732108116,7.09371818483388,268.972372484665,8.26199100309181,16.2388202095992,284.416758580069,11.2879950636382,8.7927281262265
"4",1,84.9241517649326,13.579585390795,277.904577733793,8.86333316266674,10.5101348116041,277.971346516428,10.1619857205498,8.41921291032114
"5",1.5,76.3374941125458,19.1219776193565,285.685139726157,9.30705300153376,11.0173726138932,276.613742994521,9.75934619244966,13.4081581135673
"6",3,79.3491125890738,17.8969768933085,277.937864414769,8.43166235698159,15.0721818063822,281.945667570252,9.43381969331727,9.49511731172125
"7",4.5,86.707361852415,23.2390437664896,280.576654360254,12.2547532282257,11.8507195906857,279.557998834664,11.8573439937297,10.3607812647705
"8",6,90.568006717286,22.4212320177977,283.289759700556,5.781169750923,8.95164590066279,280.803737792532,9.30498846125202,10.5673691080888
"9",7.5,74.3222893607932,18.5270950656659,282.348887844073,7.93929752900502,2.92483873179628,281.141108945029,10.810641562318,7.74161061226342
"10",9,86.6706711061572,20.2184685896953,278.845559893186,13.6946606134599,5.57126967837998,280.595947952349,12.6886798900814,10.5622170967479
"11",10.5,82.4749208511314,20.2993117025708,277.723006455247,7.04092125434953,10.7475748709161,277.019404691822,11.1645681330739,10.6336535039505
"12",12,85.7249493623531,29.9313814656476,272.532038821678,9.73207527128975,6.22496078457769,281.4729847608,12.0940581869773,10.5862025942104
"13",18,74.9386888777114,27.9967478905812,274.492666617925,15.5295040064504,6.83792016158236,279.549485653308,11.9853819509388,8.45216973944589
"14",24,60.0422555062456,35.6015598825138,278.975145781175,12.6889668860365,7.15891161060521,278.132909762327,10.4794268908205,9.88193711189329
"15",36,67.3145830228747,40.8320023284596,271.099176702687,23.76541069754,12.2048496766581,281.499242604473,13.5001676199183,8.37190000426791
"16",48,44.7544566257509,52.6476428445796,259.865566848741,21.1012967856066,16.8357535399736,276.972163275228,14.105691199058,7.37306052651464
"17",100,8.8594963512119,85.6985017183359,190.323072560594,48.6535982807003,56.7535160259596,251.8560569152,27.4727839901595,21.884724638022
