"","V1"
"KCAT",0.0233808857825053
"K1",35.8910350059782
"k5nc",0.0835853761743509
"k5cn",0.00680593756983705
"k4nc",0.0676523476482853
"k4cn",0.0107930630677439
"k2a",1.01237613134122e-07
"k2d",0.0997193252250895
"k3",0.14640998512534
"k6d",0.0567686413608978
"k6a",0.000573075848630611
"Vmax7",34.1060099861793
"K7",16.3680292892555
