"time"	"MKKK"	"MKKK_P"	"MKK"	"MKK_P"	"MKK_PP"	"MAPK"	"MAPK_P"	"MAPK_PP"
0	-241.312393218564	136.523855627724	-78.0039469576082	-15.3305417970113	-125.571754786577	69.4721786138075	-19.3184586007362	13.94216365488
0.25	-55.1389913281497	20.7064692115093	-26.2729399070167	22.3600204977448	15.1759291918392	21.4963698992392	12.2730168321468	-8.21446830847705
0.5	-15.9556841503843	12.9772240886261	-5.53986477041235	7.15683850369864	6.06781235950571	4.49685654348286	6.81443902149859	-4.65534182752414
1	-7.64416395166734	12.0898508907654	-0.108791796094465	2.75464214061216	1.24992546090219	-0.143432091363138	4.14149916042739	-3.04634401075177
1.5	5.20703492800578	2.58943781847876	6.53658293686021	-0.133885990877047	-1.95003856875253	-3.58426764677233	1.32481976624632	-1.15970665839349
3	-3.25211758350008	7.18508118961125	2.82339081803684	0.586299211731145	-1.36831777684243	-1.70434301372779	0.887515782013182	-0.736689024869008
4.5	-9.89081135612935	11.774933798339	0.217025125209602	0.263398132503312	-2.32543507016558	-0.147066031502163	0.798781200114007	-0.691821033321105
6	-11.0899753409939	12.1218173358812	-0.884486538438978	0.774800391877051	-1.91573849981808	0.0903074426901185	0.857988564540335	-0.73367605348551
7.5	-11.1228798207605	10.1749952573584	-0.497399362814122	1.12490905570439	-1.03430988685638	0.889930006451323	1.19640171426205	-0.843931711301593
9	-11.3328679730955	10.3852210634017	-1.65107911607265	1.66217610258634	-0.191992546485054	0.789279969694689	1.15757127647598	-0.831420593573995
10.5	-11.5020149148108	10.842430353474	-2.5048368518128	2.1102118193479	0.772273694030545	0.774827392149291	1.08544953661749	-0.856196018801825
12	-10.8017225661854	9.85087577263855	-3.07427056901588	2.3236760176566	1.54672304010717	0.82864583043829	0.981424283882149	-0.740124786432261
18	-9.94587953779558	9.63868664696932	-4.96670483681783	2.95442771172638	1.76905373063363	0.0783974971909629	0.557285984003286	-0.578463586199618
24	-9.00237101539858	8.78682270878528	-8.23981495358339	3.80830896362028	4.23805529512045	-2.0860218010057	1.31499941445767	0.616266499376295
36	-8.06073122470963	7.89884783188199	-10.8504811144599	4.42150728003199	6.39393453189463	-4.00980145445828	2.0710323867501	1.70929343885184
48	-6.02621950932303	5.93051432256431	-9.60242165800196	3.75283385512049	5.83798986506423	-3.85821227314409	1.87309839497374	1.73444808781476
