"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,96.006606142906,7.63739773820352,282.36320327534,10.1234208364413,12.1898891623324,278.344031755847,9.69552905381712,9.86018669184026
"2",0.25,90.0128809948034,11.90372364172,279.949966210877,9.45681743291088,8.76552557806242,280.059297459453,9.46674270774685,9.92949935579697
"3",0.5,88.9865709847809,8.51777745023452,281.132900368318,10.9632300184955,10.7379456351338,280.668733777519,8.94053113706205,10.7578606695113
"4",1,87.006442189066,15.8454523191766,278.010302330996,10.4513287060083,7.90282015051938,280.986573345815,10.0179255312152,9.20726790544304
"5",1.5,85.5760831709206,13.6828813179167,279.999594391359,10.6567581230523,8.95603431074,280.398328659178,10.1357896440507,9.66016330329971
"6",3,87.912875702624,12.1023360160982,279.037708247666,11.1613939069448,12.3165618892014,281.470373270015,10.920641557477,9.06420851493512
"7",4.5,87.3857873786463,14.5823653924932,282.008402870895,11.2749562637732,10.2100276165966,279.970019728704,9.55082833732233,10.1765123485081
"8",6,86.2078389600202,14.422218023258,279.756023940529,10.6048386564944,7.21709107295892,279.462827257301,10.9164755830131,9.20084927295413
"9",7.5,86.8744837260618,18.9698407021747,281.025657211838,11.2567622791235,7.12334411227693,279.904141593287,10.4755746503573,8.67430228592796
"10",9,83.9696835189447,18.9579386299404,281.77809756408,11.3377648396168,8.68189856053652,278.753139329509,11.0824107344846,8.47215980998013
"11",10.5,77.7022918538594,23.5548613845927,280.093837713042,12.1683638297921,9.5657731283452,280.971708934695,10.8419266738863,8.88537862234287
"12",12,79.4336997568264,23.1083076127183,278.316034034002,10.9223436321422,9.28017007175161,281.201138795584,11.3851077699737,9.1665644929583
"13",18,72.4728252373912,24.974011184328,278.381004202342,12.6492455788041,11.6506578474629,281.685978362433,11.3201098048099,8.8574823185124
"14",24,69.2391015314609,33.8789597938689,276.008496200569,15.8058471468841,7.79616065995053,280.007368354318,12.5236607381049,7.74706380671301
"15",36,57.6371864968474,46.3096860088475,273.022671997569,16.8045598990774,11.330132301217,280.342094171728,12.9407505932102,6.70467650671409
"16",48,46.2048782042238,52.9112412579444,257.812221822573,23.0810580870867,18.1192908997753,279.918271886088,12.9299569976093,8.02678397071939
"17",100,15.0013375155698,85.3702492686904,199.316267817823,45.2863976251088,56.2414959198405,251.213674181983,27.0583192570905,20.9932270038319
