"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,97.9758373703451,6.43654185747038,283.443774312818,11.3474883405318,10.7597783956445,281.631607235399,9.56169626295549,10.3839351807606
"2",0.25,93.0184705467632,13.3178578295389,282.015731025203,8.68023727876564,11.0633033265951,279.316394250495,10.8615408104616,10.3865800043301
"3",0.5,85.7196037758811,11.6284765362723,276.484232923307,10.6544381191171,9.42117255902371,280.738146302287,9.70078248297425,10.4363663238139
"4",1,85.4017437056258,16.6291473970742,273.067614565446,9.11067782452431,9.41033669906642,278.511686744566,8.65875359546754,8.83257652772976
"5",1.5,87.5775012056207,9.46714583552358,279.754707102069,10.4737836931101,9.37178507504241,278.698368916165,9.28197433876958,9.75656532318521
"6",3,83.6138606636079,12.8515577810539,276.089058580588,10.8520207752625,12.5222558302735,281.196832854186,10.8894272986662,8.1488939387174
"7",4.5,85.6490218416614,14.2218026809947,283.283564278472,10.6387971663362,7.6723787739247,278.668420583421,9.69889654587741,9.20747942236404
"8",6,82.9376368674819,20.2221564726793,280.036965305684,8.68947038495279,7.35734573530951,280.151852982278,10.6214359369423,8.87664120146759
"9",7.5,93.7352859580631,14.7895648941583,281.531754084573,9.21437390604128,8.08729594894541,279.011337660832,9.97156259366473,9.54146789034047
"10",9,83.2931131634136,15.6442202776103,282.29275069524,8.71360271810549,8.43530594415829,279.539198917288,11.4494488221863,8.18594924353457
"11",10.5,72.6413608465437,21.5415135142503,278.228982491645,11.2714207627809,5.25202465663318,280.173359979362,10.2623949788145,8.79947066203906
"12",12,77.6628339223735,26.2808000714083,276.437844112947,10.8294950130308,10.2438718069784,282.466654560645,11.5254475051163,8.71850371493301
"13",18,70.3060740667081,22.9072398290611,276.429867121723,13.731361534908,15.3831636258109,280.715880262033,10.7782456089203,9.76056895296202
"14",24,69.3342519724317,36.093596651253,281.820906783055,15.5757565881196,6.45155194398467,282.506878026703,12.7639845983502,7.68444676980805
"15",36,60.1664051501461,46.9494870708884,277.403838251252,18.24534054774,13.029996405469,281.96192581145,12.8835142760755,6.72887835905199
"16",48,47.6927072673606,50.5655489344758,256.826817619384,24.6411009063508,17.5567350540299,280.63828819534,12.7791309772878,8.40057949946808
"17",100,12.0914295281084,86.7105874982576,202.654874269174,47.6978747636171,55.9732440146606,251.670904109945,26.9715667364926,21.8306956309831
