"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,90.2326908449844,9.50524330777595,279.71028618957,10.4027001090029,10.0177213799051,279.697803882391,9.91267945265384,10.037995930493
"2",0.25,88.6346238251728,10.4587740676245,281.14135829928,10.0655189089134,9.38770378383218,280.237039946434,10.0766973681903,10.010300049979
"3",0.5,89.6969384738423,11.1159296288698,280.47900949867,9.83237515914665,10.3772989121966,280.517424521038,10.2409011094072,9.84687295246125
"4",1,88.1987020893069,10.0725822924607,279.780534826919,10.2652113437491,10.6161341123938,279.998889466278,10.2876618296565,9.98480219591997
"5",1.5,88.8252121875723,11.4663804760808,279.621357057836,9.66499439579949,9.95162798326371,279.660801000171,10.2581242280295,9.61996715403064
"6",3,86.9819780080035,13.6958666103335,279.256410394407,10.3795608414971,9.64162732062793,279.740015962981,10.2565140781941,9.50043208385305
"7",4.5,86.6147546636218,13.3109928199518,281.522063485215,11.0442048875748,9.62641135611759,279.823249449261,10.4842338611323,9.76770027233294
"8",6,83.4534680718857,16.3069294328648,278.174140580134,11.3640299171726,9.49789834361985,279.861408872961,10.3737698305638,9.38580938238718
"9",7.5,84.9269222859214,17.9622355329811,280.480530943308,10.8897623249837,9.28970408082553,280.067112253725,11.0727772057003,9.11495663286906
"10",9,82.2190789649778,19.1398058868473,279.095283973103,11.4610629206551,9.16873160736022,279.761571763778,10.7423259923337,9.3314436605332
"11",10.5,80.6791321728828,19.6463781236917,279.514511643089,12.0262923110155,9.07095969275806,279.015172829759,11.3895436901228,9.04562444670136
"12",12,80.5697827853621,19.6851939327138,279.790280828075,11.8797330660353,7.97828804602942,279.840297690133,11.3428336258643,8.79006478329831
"13",18,73.5497256316748,27.4815112549472,279.048365453024,13.5661640317485,8.20371968852275,280.167738420504,11.9208079965276,8.11267622707223
"14",24,67.7277823029876,31.529007778672,276.655987712902,14.6682838082498,8.43318820858597,279.703100576253,11.7049969083375,7.88304856271714
"15",36,56.0529064421181,44.236283163576,269.936043401611,18.8618243272864,12.2752521937458,280.005473472189,13.0378508272779,7.3134190431179
"16",48,43.6026150785929,55.0102383768417,262.878542917632,23.1718823957087,16.8423158799596,278.956280076589,14.1079594348164,7.27102169807869
"17",100,14.1513360755716,85.3509628681456,198.172317415714,45.4637092068624,56.8963026066379,251.484174657011,27.185645476712,21.6190311470589
