	"V1"
"V1"	12.7302946704174
"n"	3408.81248975833
"Ki"	9.95420750065522
"K1"	21.1751418960199
"V2"	1.87295112863936
"K2"	109.515230740339
"k3"	0.422540733697004
"K3"	11.2567569463913
"k4"	0.399206015112888
"K4"	14.67192042735
"V5"	5.88185313734808
"K5"	6.99351345957262
"V6"	7.48234897910412
"K6"	2.92412562355005
"k7"	0.500919380378109
"K7"	1.38788357082411
"k8"	0.294024866466669
"K8"	19.1909653156645
"V9"	3.87343471304317
"K9"	7.57910590153367
"V10"	5.5988285995537
"K10"	1.7208966321268
