"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,88.0150142406896,10.6284869323795,279.595271461522,10.2752297718476,10.0573834014607,279.601109904455,9.94298127460208,10.0804813173513
"2",0.25,89.9209775065768,10.6832642017648,279.80142845728,10.3240030660601,9.85702517746278,279.794536459704,10.078429756947,10.0377178960618
"3",0.5,89.468948362643,10.8766298834534,279.229654983712,10.3628668857343,10.6729123014223,280.281205492037,10.3012680728382,10.2503234157852
"4",1,90.8749796604115,11.3264758570907,280.482529667886,10.0200077195818,9.98054586974951,280.133884227788,10.4430339931364,9.84916828547222
"5",1.5,89.4076406032633,12.1420630691536,279.762329495254,10.9116003858645,10.2045592891286,279.915423044375,10.1059885303433,9.58646365254089
"6",3,87.8749501711349,13.1184990177654,279.866462637206,10.8017427077406,9.54381293312281,280.163579854057,10.4833406150734,9.81616217242727
"7",4.5,87.4747208730238,14.6774280016199,280.096104141841,10.9924779899418,8.87934618014451,279.958337616119,10.5597168266882,9.3850221063589
"8",6,84.5683614050545,14.8630284420683,279.993571980534,10.5676566902995,8.64006082013222,279.999497145486,10.2697803454718,9.6281678091896
"9",7.5,82.6464513136235,16.8518920728397,279.613085280195,10.9879179827594,9.13659533747431,279.579417496942,11.0235825314404,9.22339619795492
"10",9,81.2591197288188,18.049199361481,281.44428121626,10.639839583255,8.07028112641596,279.843539629043,11.4000171494097,9.15402729087586
"11",10.5,79.8204515096871,19.0009920012441,279.604383307139,11.9590199406756,8.04852047613589,279.836679719458,11.2339937477229,8.90865898226282
"12",12,79.3272103436927,22.8712849537362,279.049097774139,11.943413311003,9.12500243435414,279.712278058845,11.1541538752688,8.58802761619079
"13",18,72.1124090695298,27.4581998642225,277.747430826202,13.402449769558,9.44638588198127,279.66521608622,11.710881316327,8.29894875420363
"14",24,67.7340426385167,34.1753570218816,276.006721088075,14.6639832782677,8.99819102410043,279.959323016127,12.0512200560981,7.89255090466776
"15",36,54.5496300666857,43.9666091595722,269.311353150049,18.9035170785993,11.9053715370908,280.130492534597,12.7494692014825,7.15611251526426
"16",48,44.5552672866109,56.0213807235591,260.851610563462,23.1707381924334,16.1180920904774,278.403360522457,14.2014826443566,6.72194296018976
"17",100,12.8862130332108,84.923026549798,197.806399946419,45.5757349857438,56.6739878085776,252.32192298202,27.0479241878128,21.5263735205874
