"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,90.2862949179699,10.8923646585795,279.623587128249,9.80581081932518,10.0286056813928,279.85662456732,9.95030253842015,9.96240989779183
"2",0.25,90.3670313962899,10.3391067904219,279.65937831662,9.99741302950978,9.63746983214828,279.970919812943,9.7599028655588,9.95699271135756
"3",0.5,89.4173706323456,10.2702754972822,279.484076087328,10.750430270476,10.16515486947,279.882108620891,10.2113754366128,9.93358457819892
"4",1,88.8704230091195,12.0420187367231,278.788171645177,9.95477404420486,10.2388796492027,280.064844385084,10.2065780652892,9.89402734010928
"5",1.5,88.0849450379573,9.58404612526669,280.628991594214,9.75728577047283,9.56074936123791,279.799891610485,10.2237353616592,9.91159997022463
"6",3,87.0931587840972,12.5744852684715,279.206786897511,10.8519152017004,9.03312840077615,280.032574516426,10.0704761620211,9.74355029331574
"7",4.5,86.3759605048387,14.0881314998893,279.454954830121,10.7472925658244,8.95388203972455,280.417703105345,10.3622500888757,9.60714325703906
"8",6,85.5997321302125,15.7063269491168,280.096073964998,10.9730838665094,9.69910682353815,279.881207106439,10.6435359319324,9.2634120389488
"9",7.5,83.5679876545266,16.6107150344623,278.90866355708,11.500611222773,9.1060185408523,279.778533831504,11.1519617502769,9.34359658143773
"10",9,80.4909537803748,19.2963086050171,278.908912026259,11.3384273409055,8.90491466499729,279.85297457301,11.0228113966133,9.51264232995788
"11",10.5,80.467094175694,19.2239336355915,279.728767875972,11.426707220234,8.74406398769258,279.362765900221,11.284309049603,9.35637340081447
"12",12,79.4509495504414,20.4689712443378,279.838920003534,11.7868867987139,8.23731487458351,279.882928329354,11.2411709835161,8.86158260367382
"13",18,72.9033115954476,26.671397414613,278.397430051803,13.3495500966853,8.41660005430915,279.79638945927,11.8048153780155,8.36487279500933
"14",24,66.8426831885918,31.5263355762706,274.95203291503,14.8443720071691,8.94032323686021,280.733077940558,11.8479647516907,7.79510109802078
"15",36,55.7948927367766,43.5990890752554,268.674772715273,19.1752996938741,11.4812526616063,280.045071304738,12.4581719780279,6.99154898506793
"16",48,44.3091672118456,56.7895994383109,260.343241128671,23.1599978428696,16.0991377291323,278.438015547093,13.7787595248008,7.32386740785858
"17",100,14.5245442078934,85.1179261364574,196.368198629294,45.6134064632233,56.0871547579172,252.09947045309,27.2617130907121,21.5094274060858
