"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,89.511333334548,10.3420316329117,279.64304825978,10.1612469000586,10.0345701542529,279.718512784722,9.93532108855869,10.0269623818787
"2",0.25,89.6408775760132,10.4937150199371,280.20072169106,10.1289783348278,9.62739959781441,280.000832073027,9.97167666356537,10.0016702191328
"3",0.5,89.5277524896103,10.7542783365351,279.730913523237,10.315224105119,10.4051220276963,280.226912877989,10.2511815396194,10.0102603154818
"4",1,89.3147015862793,11.1470256287582,279.683745379994,10.0799977025119,10.2785198771153,280.06587269305,10.3124246293607,9.90933260716716
"5",1.5,88.7725992762643,11.0641632235004,280.004226049101,10.1112935173789,9.90564554454341,279.792038551677,10.195949373344,9.70601025893205
"6",3,87.3166956544118,13.1296169655235,279.443219976375,10.677739583646,9.40618955150896,279.978723444488,10.2701102850962,9.68671484986535
"7",4.5,86.8218120138281,14.025517440487,280.357707485726,10.927991814447,9.15321319199555,280.066430056908,10.4687335922321,9.58662187857697
"8",6,84.5405205357176,15.6254282746833,279.421262175222,10.9682568246605,9.27902199576341,279.914037708295,10.429028702656,9.42579641017519
"9",7.5,83.7137870846905,17.1416142134277,279.667426593528,11.1260971768387,9.17743931971738,279.80835452739,11.0827738291392,9.2273164707539
"10",9,81.3230508247238,18.8284379511151,279.816159071874,11.1464432816052,8.71464246625782,279.81936198861,11.0550515127856,9.33270442712231
"11",10.5,80.3222259527546,19.2904345868424,279.615887608733,11.8040064906417,8.62118138552884,279.404872816479,11.3026154958162,9.10355227659288
"12",12,79.7826475598321,21.0084833769293,279.559432868583,11.8700110585841,8.44686845165569,279.811834692777,11.2460528282164,8.74655833438764
"13",18,72.8551487655507,27.2037028445942,278.397742110343,13.4393879659973,8.68890187493772,279.876447988665,11.81216823029,8.25883259209506
"14",24,67.4348360433654,32.4102334589414,275.871580572002,14.7255463645622,8.79056748984887,280.131833844313,11.8680605720421,7.85690018846856
"15",36,55.4658097485268,43.9339937994679,269.307389755644,18.9802136999199,11.8872921308143,280.060345770508,12.7484973355961,7.15369351448336
"16",48,44.1556831923498,55.9404061795706,261.357798203255,23.1675394770039,16.3531818998564,278.59921871538,14.0294005346579,7.10561068870901
"17",100,13.8540311055586,85.1306385181337,197.448971997142,45.5509502186098,56.5524817243776,251.968522697374,27.1650942517456,21.551610691244
